,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum
1295781,1998,2,4,2,4,1998-04-02,AS,19930,AS,N785AS,584,11884,1188401,31884,GEG,"Spokane, WA",WA,53.0,Washington,93,14747,1474702,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,1330,1330.0,0.0,0.0,0.0,0.0,1300-1359,8.0,1338.0,1415.0,5.0,1426,1420.0,-6.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,56.0,50.0,37.0,1.0,224.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125375,2013,2,5,13,1,2013-05-13,EV,20366,EV,N24103,4132,11618,1161802,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,14524,1452401,34524,RIC,"Richmond, VA",VA,51.0,Virginia,38,1301,1255.0,-6.0,0.0,0.0,-1.0,1300-1359,9.0,1304.0,1358.0,13.0,1423,1411.0,-12.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,82.0,76.0,54.0,1.0,277.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118824,1993,3,9,25,6,1993-09-25,UA,19977,UA,,2206,14108,1410801,34108,PIA,"Peoria, IL",IL,17.0,Illinois,41,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1650,1723.0,33.0,33.0,1.0,2.0,1600-1659,,,,,1730,1815.0,45.0,45.0,1.0,3.0,1700-1759,0.0,,0.0,40.0,52.0,,1.0,130.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634825,1994,4,11,12,6,1994-11-12,HP,19991,HP,,1207,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,1245,1309.0,24.0,24.0,1.0,1.0,1200-1259,,,,,1457,1538.0,41.0,41.0,1.0,2.0,1400-1459,0.0,,0.0,72.0,89.0,,1.0,370.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888125,2017,3,8,17,4,2017-08-17,UA,19977,UA,N827UA,576,11003,1100303,31003,CID,"Cedar Rapids/Iowa City, IA",IA,19.0,Iowa,61,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,755,746.0,-9.0,0.0,0.0,-1.0,0700-0759,8.0,754.0,836.0,8.0,902,844.0,-18.0,0.0,0.0,-2.0,0900-0959,0.0,,0.0,127.0,118.0,102.0,1.0,692.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133769,2014,2,4,2,3,2014-04-02,AA,19805,AA,N494AA,1507,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,14679,1467903,33570,SAN,"San Diego, CA",CA,6.0,California,91,2020,2023.0,3.0,3.0,0.0,0.0,2000-2059,11.0,2034.0,2129.0,2.0,2130,2131.0,1.0,1.0,0.0,0.0,2100-2159,0.0,,0.0,190.0,188.0,175.0,1.0,1171.0,5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465620,2011,3,8,15,1,2011-08-15,WN,19393,WN,N435WN,3251,13204,1320402,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,10792,1079203,30792,BUF,"Buffalo, NY",NY,36.0,New York,22,745,744.0,-1.0,0.0,0.0,-1.0,0700-0759,9.0,753.0,1001.0,3.0,1020,1004.0,-16.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,155.0,140.0,128.0,1.0,1011.0,5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172607,2019,1,1,6,7,2019-01-06,EV,20366,EV,N11535,4166,11996,1199603,31871,GSP,"Greer, SC",SC,45.0,South Carolina,37,11618,1161802,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,1215,1310.0,55.0,55.0,1.0,3.0,1200-1259,31.0,1341.0,1533.0,9.0,1415,1542.0,87.0,87.0,1.0,5.0,1400-1459,0.0,,0.0,120.0,152.0,112.0,1.0,594.0,3,0.0,0.0,87.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975839,2002,1,1,25,5,2002-01-25,AA,19805,AA,N6ãGA1,3008,13830,1383001,33830,OGG,"Kahului, HI",HI,15.0,Hawaii,2,15016,1501601,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,1840,1859.0,19.0,19.0,1.0,1.0,1800-1859,9.0,1908.0,605.0,3.0,622,608.0,-14.0,0.0,0.0,-1.0,0600-0659,0.0,,0.0,462.0,429.0,417.0,1.0,4065.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912303,2005,3,8,1,1,2005-08-01,AA,19805,AA,N548AA,488,13495,1349501,33495,MSY,"New Orleans, LA",LA,22.0,Louisiana,72,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1059,1105.0,6.0,6.0,0.0,0.0,1000-1059,10.0,1115.0,1220.0,12.0,1230,1232.0,2.0,2.0,0.0,0.0,1200-1259,0.0,,0.0,91.0,87.0,65.0,1.0,448.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525812,2000,4,12,17,7,2000-12-17,UA,19977,UA,N405UA,607,11278,1127801,30852,DCA,"Washington, DC",VA,51.0,Virginia,38,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,900,905.0,5.0,5.0,0.0,0.0,0900-0959,12.0,917.0,947.0,6.0,1004,953.0,-11.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,124.0,108.0,90.0,1.0,612.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963835,2005,3,7,5,2,2005-07-05,WN,19393,WN,N320,1339,10693,1069301,30693,BNA,"Nashville, TN",TN,47.0,Tennessee,54,10599,1059902,30599,BHM,"Birmingham, AL",AL,1.0,Alabama,51,1435,1450.0,15.0,15.0,1.0,1.0,1400-1459,8.0,1458.0,1529.0,2.0,1520,1531.0,11.0,11.0,0.0,0.0,1500-1559,0.0,,0.0,45.0,41.0,31.0,1.0,177.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563796,2019,2,6,21,5,2019-06-21,AA,19805,AA,N745VJ,757,13495,1349505,33495,MSY,"New Orleans, LA",LA,22.0,Louisiana,72,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,537,529.0,-8.0,0.0,0.0,-1.0,0001-0559,11.0,540.0,859.0,11.0,931,910.0,-21.0,0.0,0.0,-2.0,0900-0959,0.0,,0.0,174.0,161.0,139.0,1.0,1089.0,5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381185,2013,4,10,11,5,2013-10-11,EV,20366,EV,N13935,5805,13256,1325602,33256,MFE,"Mission/McAllen/Edinburg, TX",TX,48.0,Texas,74,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,74,1907,1919.0,12.0,12.0,0.0,0.0,1900-1959,16.0,1935.0,2023.0,5.0,2020,2028.0,8.0,8.0,0.0,0.0,2000-2059,0.0,,0.0,73.0,69.0,48.0,1.0,316.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122270,2011,4,11,22,2,2011-11-22,XE,20374,XE,N13975,4464,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,74,11423,1142303,31423,DSM,"Des Moines, IA",IA,19.0,Iowa,61,1440,1441.0,1.0,1.0,0.0,0.0,1400-1459,16.0,1457.0,1649.0,3.0,1653,1652.0,-1.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,133.0,131.0,112.0,1.0,802.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540005,1992,4,11,23,1,1992-11-23,HP,19991,HP,,1957,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,14679,1467902,33570,SAN,"San Diego, CA",CA,6.0,California,91,1155,1155.0,0.0,0.0,0.0,0.0,1100-1159,,,,,1207,1203.0,-4.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,72.0,68.0,,1.0,304.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313513,1988,1,2,27,6,1988-02-27,UA,19977,UA,,873,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1325,1322.0,-3.0,0.0,0.0,-1.0,1300-1359,,,,,1433,1424.0,-9.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,128.0,122.0,,1.0,678.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056271,2015,4,10,28,3,2015-10-28,OO,20304,OO,N712SK,4971,10423,1042302,30423,AUS,"Austin, TX",TX,48.0,Texas,74,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,74,1359,1403.0,4.0,4.0,0.0,0.0,1300-1359,18.0,1421.0,1452.0,8.0,1459,1500.0,1.0,1.0,0.0,0.0,1400-1459,0.0,,0.0,60.0,57.0,31.0,1.0,140.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512389,2003,1,1,2,4,2003-01-02,NW,19386,NW,N756NW,1769,14492,1449201,34492,RDU,"Raleigh/Durham, NC",NC,37.0,North Carolina,36,13244,1324401,33244,MEM,"Memphis, TN",TN,47.0,Tennessee,54,1930,2048.0,78.0,78.0,1.0,5.0,1900-1959,15.0,2103.0,2147.0,2.0,2036,2149.0,73.0,73.0,1.0,4.0,2000-2059,0.0,,0.0,126.0,121.0,104.0,1.0,634.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467117,2008,2,5,5,1,2008-05-05,WN,19393,WN,N761RR,2730,14831,1483102,32457,SJC,"San Jose, CA",CA,6.0,California,91,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,1910,1920.0,10.0,10.0,0.0,0.0,1900-1959,10.0,1930.0,2027.0,6.0,2025,2033.0,8.0,8.0,0.0,0.0,2000-2059,0.0,,0.0,75.0,73.0,57.0,1.0,308.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183687,1997,4,12,3,3,1997-12-03,US,20355,US,N885US,1652,11042,1104201,30647,CLE,"Cleveland, OH",OH,39.0,Ohio,44,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,1632,1629.0,-3.0,0.0,0.0,-1.0,1600-1659,17.0,1646.0,1741.0,2.0,1747,1743.0,-4.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,75.0,74.0,55.0,1.0,363.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285125,1997,4,10,9,4,1997-10-09,NW,19386,NW,N522US,317,11278,1127801,30852,DCA,"Washington, DC",VA,51.0,Virginia,38,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,830,833.0,3.0,3.0,0.0,0.0,0800-0859,11.0,844.0,957.0,6.0,1006,1003.0,-3.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,156.0,150.0,133.0,1.0,931.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484623,2013,4,12,21,6,2013-12-21,HA,19690,HA,N479HA,520,12173,1217301,32134,HNL,"Honolulu, HI",HI,15.0,Hawaii,2,13830,1383002,33830,OGG,"Kahului, HI",HI,15.0,Hawaii,2,938,937.0,-1.0,0.0,0.0,-1.0,0900-0959,10.0,947.0,1008.0,5.0,1015,1013.0,-2.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,37.0,36.0,21.0,1.0,101.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470610,2019,1,3,9,6,2019-03-09,UA,19977,UA,N14735,2019,13930,1393007,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,12441,1244102,32441,JAC,"Jackson, WY",WY,56.0,Wyoming,88,1000,954.0,-6.0,0.0,0.0,-1.0,1000-1059,11.0,1005.0,1152.0,2.0,1216,1154.0,-22.0,0.0,0.0,-2.0,1200-1259,0.0,,0.0,196.0,180.0,167.0,1.0,1162.0,5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845280,1996,1,3,24,7,1996-03-24,AA,19805,AA,N568AA,1576,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1150,1149.0,-1.0,0.0,0.0,-1.0,1100-1159,14.0,1203.0,1740.0,13.0,1751,1753.0,2.0,2.0,0.0,0.0,1700-1759,0.0,,0.0,241.0,244.0,217.0,1.0,1745.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828908,2005,3,9,29,4,2005-09-29,WN,19393,WN,N797,236,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,12339,1233902,32337,IND,"Indianapolis, IN",IN,18.0,Indiana,42,1725,1820.0,55.0,55.0,1.0,3.0,1700-1759,11.0,1831.0,7.0,3.0,2320,10.0,50.0,50.0,1.0,3.0,2300-2359,0.0,,0.0,235.0,230.0,216.0,1.0,1814.0,8,7.0,0.0,0.0,0.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27855,1989,3,7,25,2,1989-07-25,DL,19790,DL,,1494,11648,1164801,31648,FCA,"Kalispell, MT",MT,30.0,Montana,84,14869,1486901,34614,SLC,"Salt Lake City, UT",UT,49.0,Utah,87,1355,1355.0,0.0,0.0,0.0,0.0,1300-1359,,,,,1519,1513.0,-6.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,84.0,78.0,,1.0,532.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308452,2006,4,12,18,1,2006-12-18,AA,19805,AA,N3BRAA,1629,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1725,1717.0,-8.0,0.0,0.0,-1.0,1700-1759,19.0,1736.0,1950.0,18.0,2010,2008.0,-2.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,165.0,171.0,134.0,1.0,852.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761547,1988,4,10,21,5,1988-10-21,NW,19386,NW,,417,10693,1069301,30693,BNA,"Nashville, TN",TN,47.0,Tennessee,54,13244,1324401,33244,MEM,"Memphis, TN",TN,47.0,Tennessee,54,1825,1825.0,0.0,0.0,0.0,0.0,1800-1859,,,,,1922,1922.0,0.0,0.0,0.0,0.0,1900-1959,0.0,,0.0,57.0,57.0,,1.0,200.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370687,2019,4,10,29,2,2019-10-29,DL,19790,DL,N854DN,1175,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,849,905.0,16.0,16.0,1.0,1.0,0800-0859,63.0,1008.0,1227.0,5.0,1141,1232.0,51.0,51.0,1.0,3.0,1100-1159,0.0,,0.0,112.0,147.0,79.0,1.0,680.0,3,0.0,16.0,35.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781358,2003,2,6,18,3,2003-06-18,WN,19393,WN,N395,1515,10599,1059902,30599,BHM,"Birmingham, AL",AL,1.0,Alabama,51,10821,1082102,30852,BWI,"Baltimore, MD",MD,24.0,Maryland,35,2010,2010.0,0.0,0.0,0.0,0.0,2000-2059,5.0,2015.0,2245.0,5.0,2305,2250.0,-15.0,0.0,0.0,-1.0,2300-2359,0.0,,0.0,115.0,100.0,90.0,1.0,682.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464170,2007,4,10,13,6,2007-10-13,OH,20417,OH,N785CA,5325,10529,1052902,30529,BDL,"Hartford, CT",CT,9.0,Connecticut,11,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,52,1325,1322.0,-3.0,0.0,0.0,-1.0,1300-1359,13.0,1335.0,1525.0,1.0,1540,1526.0,-14.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,135.0,124.0,110.0,1.0,661.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235842,2003,1,1,24,5,2003-01-24,DH,20404,DH,N641BR,7667,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,11003,1100302,31003,CID,"Cedar Rapids/Iowa City, IA",IA,19.0,Iowa,61,1945,2000.0,15.0,15.0,1.0,1.0,1900-1959,31.0,2031.0,2105.0,4.0,2044,2109.0,25.0,25.0,1.0,1.0,2000-2059,0.0,,0.0,59.0,69.0,34.0,1.0,196.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926381,2003,4,10,13,1,2003-10-13,AA,19805,AA,N5FBAA,183,10721,1072101,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,930,921.0,-9.0,0.0,0.0,-1.0,0900-0959,12.0,933.0,1251.0,3.0,1257,1254.0,-3.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,387.0,393.0,378.0,1.0,2704.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834016,2013,2,5,27,1,2013-05-27,F9,20436,F9,N939FR,612,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,12339,1233904,32337,IND,"Indianapolis, IN",IN,18.0,Indiana,42,1855,1854.0,-1.0,0.0,0.0,-1.0,1800-1859,15.0,1909.0,2314.0,5.0,2314,2319.0,5.0,5.0,0.0,0.0,2300-2359,0.0,,0.0,139.0,145.0,125.0,1.0,977.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062410,2011,2,6,23,4,2011-06-23,DL,19790,DL,N918DL,1475,14685,1468501,34685,SAV,"Savannah, GA",GA,13.0,Georgia,34,10397,1039703,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1845,1859.0,14.0,14.0,0.0,0.0,1800-1859,13.0,1912.0,1946.0,19.0,1958,2005.0,7.0,7.0,0.0,0.0,1900-1959,0.0,,0.0,73.0,66.0,34.0,1.0,215.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795459,2012,3,9,20,4,2012-09-20,UA,19977,UA,N466UA,630,12264,1226402,30852,IAD,"Washington, DC",VA,51.0,Virginia,38,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,1450,1447.0,-3.0,0.0,0.0,-1.0,1400-1459,12.0,1459.0,1615.0,6.0,1634,1621.0,-13.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,224.0,214.0,196.0,1.0,1452.0,6,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556850,2013,3,7,6,6,2013-07-06,OO,20304,OO,N449SW,4621,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,10627,1062702,30627,BIS,"Bismarck/Mandan, ND",ND,38.0,North Dakota,66,1725,1722.0,-3.0,0.0,0.0,-1.0,1700-1759,13.0,1735.0,1834.0,3.0,1851,1837.0,-14.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,86.0,75.0,59.0,1.0,386.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291296,2010,3,8,22,7,2010-08-22,DL,19790,DL,N8928E,1011,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,11618,1161801,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,1545,,,,,,1500-1559,,,,,1746,,,,,,1700-1759,1.0,A,0.0,121.0,,,1.0,487.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670315,1998,1,3,1,7,1998-03-01,AA,19805,AA,N364AA,19,12478,1247801,31703,JFK,"New York, NY",NY,36.0,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,1030,1027.0,-3.0,0.0,0.0,-1.0,1000-1059,16.0,1043.0,1252.0,21.0,1335,1313.0,-22.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,365.0,346.0,309.0,1.0,2475.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990811,1996,2,5,7,2,1996-05-07,DL,19790,DL,N544DA,1681,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,10208,1020801,30208,AGS,"Augusta, GA",GA,13.0,Georgia,34,1715,1715.0,0.0,0.0,0.0,0.0,1700-1759,10.0,1725.0,1754.0,4.0,1813,1758.0,-15.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,58.0,43.0,29.0,1.0,143.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585995,1989,1,2,3,5,1989-02-03,AA,19805,AA,,73,12173,1217301,32134,HNL,"Honolulu, HI",HI,15.0,Hawaii,2,13830,1383001,33830,OGG,"Kahului, HI",HI,15.0,Hawaii,2,1728,1809.0,41.0,41.0,1.0,2.0,1700-1759,,,,,1811,1901.0,50.0,50.0,1.0,3.0,1800-1859,0.0,,0.0,43.0,52.0,,1.0,100.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383633,1990,3,7,6,5,1990-07-06,US,20355,US,,338,10721,1072101,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,1230,1232.0,2.0,2.0,0.0,0.0,1200-1259,,,,,1345,1345.0,0.0,0.0,0.0,0.0,1300-1359,0.0,,0.0,75.0,73.0,,1.0,280.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530067,1994,4,10,9,7,1994-10-09,CO,19704,CO,,1501,11995,1199501,31995,GSO,"Greensboro/High Point, NC",NC,37.0,North Carolina,36,11618,1161801,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,1935,1932.0,-3.0,0.0,0.0,-1.0,1900-1959,,,,,2107,2109.0,2.0,2.0,0.0,0.0,2100-2159,0.0,,0.0,92.0,97.0,,1.0,446.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36992,2007,2,4,17,2,2007-04-17,FL,20437,FL,N168AT,56,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,10397,1039703,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1205,1156.0,-9.0,0.0,0.0,-1.0,1200-1259,9.0,1205.0,1842.0,7.0,1915,1849.0,-26.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,250.0,233.0,217.0,1.0,1946.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372885,2007,2,5,19,6,2007-05-19,XE,20374,XE,N14573,2404,11995,1199501,31995,GSO,"Greensboro/High Point, NC",NC,37.0,North Carolina,36,11618,1161801,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,1345,1341.0,-4.0,0.0,0.0,-1.0,1300-1359,15.0,1356.0,1503.0,5.0,1520,1508.0,-12.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,95.0,87.0,67.0,1.0,446.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679963,1994,4,10,28,5,1994-10-28,NW,19386,NW,,1443,14307,1430701,30721,PVD,"Providence, RI",RI,44.0,Rhode Island,15,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,630,625.0,-5.0,0.0,0.0,-1.0,0600-0659,,,,,835,813.0,-22.0,0.0,0.0,-2.0,0800-0859,0.0,,0.0,125.0,108.0,,1.0,614.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
