,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum
1290793,1993,4,12,31,5,1993-12-31,US,20355,US,,1812,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42.0,Pennsylvania,23,16440,1644001,30423,AUS,"Austin, TX",TX,48.0,Texas,74,935,959.0,24.0,24.0,1.0,1.0,0900-0959,,,,,1150,1213.0,23.0,23.0,1.0,1.0,1100-1159,0.0,,0.0,195.0,194.0,,1.0,1207.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544143,1988,2,4,11,1,1988-04-11,US,20355,AL,,350,10529,1052902,30529,BDL,"Hartford, CT",CT,9.0,Connecticut,11,11278,1127801,30852,DCA,"Washington, DC",VA,51.0,Virginia,38,1455,1523.0,28.0,28.0,1.0,1.0,1400-1459,,,,,1559,1629.0,30.0,30.0,1.0,2.0,1500-1559,0.0,,0.0,64.0,66.0,,1.0,313.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218309,1995,1,3,21,2,1995-03-21,US,20355,US,N928VJ,258,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,52,1430,1428.0,-2.0,0.0,0.0,-1.0,1400-1459,11.0,1439.0,1557.0,4.0,1613,1601.0,-12.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,103.0,93.0,78.0,1.0,507.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934888,2002,2,5,22,3,2002-05-22,WN,19393,WN,N732,2526,11259,1125902,30194,DAL,"Dallas, TX",TX,48.0,Texas,74,13495,1349501,33495,MSY,"New Orleans, LA",LA,22.0,Louisiana,72,930,930.0,0.0,0.0,0.0,0.0,0900-0959,4.0,934.0,1035.0,2.0,1045,1037.0,-8.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,75.0,67.0,61.0,1.0,437.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657899,2008,3,8,4,1,2008-08-04,MQ,20398,MQ,,3953,13485,1348501,33485,MSN,"Madison, WI",WI,55.0,Wisconsin,45,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1145,,,,,,1100-1159,,,,,1235,,,,,,1200-1259,1.0,B,0.0,50.0,,,1.0,109.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821989,2004,4,10,17,7,2004-10-17,CO,19704,CO,N32404,365,12266,1226602,31453,IAH,"Houston, TX",TX,48.0,Texas,74,13204,1320401,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,1600,1559.0,-1.0,0.0,0.0,-1.0,1600-1659,21.0,1620.0,1907.0,7.0,1927,1914.0,-13.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,147.0,135.0,107.0,1.0,853.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397932,2006,1,3,25,6,2006-03-25,AS,19930,AS,N793AS,365,14908,1490802,32575,SNA,"Santa Ana, CA",CA,6.0,California,91,13796,1379601,32457,OAK,"Oakland, CA",CA,6.0,California,91,1334,1351.0,17.0,17.0,1.0,1.0,1300-1359,30.0,1421.0,1531.0,6.0,1459,1537.0,38.0,38.0,1.0,2.0,1400-1459,0.0,,0.0,85.0,106.0,70.0,1.0,371.0,2,0.0,0.0,21.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835446,1993,2,5,2,7,1993-05-02,US,20355,US,,1054,11057,1105702,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,10208,1020801,30208,AGS,"Augusta, GA",GA,13.0,Georgia,34,1410,1407.0,-3.0,0.0,0.0,-1.0,1400-1459,,,,,1459,1447.0,-12.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,49.0,40.0,,1.0,140.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029969,2014,2,5,13,2,2014-05-13,WN,19393,WN,N616SW,2139,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,12191,1219102,31453,HOU,"Houston, TX",TX,48.0,Texas,74,820,826.0,6.0,6.0,0.0,0.0,0800-0859,13.0,839.0,1148.0,4.0,1140,1152.0,12.0,12.0,0.0,0.0,1100-1159,0.0,,0.0,140.0,146.0,129.0,1.0,883.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568077,2003,1,2,17,1,2003-02-17,US,20355,US,N188UW,504,11697,1169702,32467,FLL,"Fort Lauderdale, FL",FL,12.0,Florida,33,11057,1105702,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,1505,1729.0,144.0,144.0,1.0,9.0,1500-1559,20.0,1749.0,1918.0,5.0,1659,1923.0,144.0,144.0,1.0,9.0,1600-1659,0.0,,0.0,114.0,114.0,89.0,1.0,631.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65542,2005,2,6,25,6,2005-06-25,OH,20417,OH,N959CA,5225,11823,1182302,31823,FWA,"Fort Wayne, IN",IN,18.0,Indiana,42,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,52,918,918.0,0.0,0.0,0.0,0.0,0900-0959,8.0,926.0,1056.0,3.0,1109,1059.0,-10.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,51.0,41.0,30.0,1.0,136.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970327,2000,1,3,1,3,2000-03-01,UA,19977,UA,N940UA,1200,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,12197,1219701,31703,HPN,"White Plains, NY",NY,36.0,New York,22,1325,1324.0,-1.0,0.0,0.0,-1.0,1300-1359,14.0,1338.0,1624.0,6.0,1630,1630.0,0.0,0.0,0.0,0.0,1600-1659,0.0,,0.0,125.0,126.0,106.0,1.0,738.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185518,2010,3,9,16,4,2010-09-16,HA,19690,HA,N485HA,354,12982,1298201,32982,LIH,"Lihue, HI",HI,15.0,Hawaii,2,12173,1217301,32134,HNL,"Honolulu, HI",HI,15.0,Hawaii,2,1541,1535.0,-6.0,0.0,0.0,-1.0,1500-1559,7.0,1542.0,1602.0,6.0,1613,1608.0,-5.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,32.0,33.0,20.0,1.0,102.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337456,2012,2,5,22,2,2012-05-22,MQ,20398,MQ,N837MQ,4150,15412,1541202,35412,TYS,"Knoxville, TN",TN,47.0,Tennessee,54,13930,1393002,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1230,1229.0,-1.0,0.0,0.0,-1.0,1200-1259,9.0,1238.0,1248.0,5.0,1310,1253.0,-17.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,100.0,84.0,70.0,1.0,475.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801511,1994,3,9,16,5,1994-09-16,AA,19805,AA,,827,12451,1245101,31136,JAX,"Jacksonville, FL",FL,12.0,Florida,33,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1616,1616.0,0.0,0.0,0.0,0.0,1600-1659,,,,,1755,1754.0,-1.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,159.0,158.0,,1.0,919.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8555,2005,2,5,23,1,2005-05-23,US,20355,US,N801MA,1799,10785,1078501,30785,BTV,"Burlington, VT",VT,50.0,Vermont,16,11278,1127801,30852,DCA,"Washington, DC",VA,51.0,Virginia,38,1720,1723.0,3.0,3.0,0.0,0.0,1700-1759,8.0,1731.0,1841.0,14.0,1849,1855.0,6.0,6.0,0.0,0.0,1800-1859,0.0,,0.0,89.0,92.0,70.0,1.0,437.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551339,1993,4,10,3,7,1993-10-03,UA,19977,UA,,1671,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,14831,1483101,32457,SJC,"San Jose, CA",CA,6.0,California,91,1557,1621.0,24.0,24.0,1.0,1.0,1500-1559,,,,,1835,1838.0,3.0,3.0,0.0,0.0,1800-1859,0.0,,0.0,278.0,257.0,,1.0,1830.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358711,2005,1,1,5,3,2005-01-05,MQ,20398,MQ,,4126,10980,1098001,30980,CHA,"Chattanooga, TN",TN,47.0,Tennessee,54,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,633,,,,,,0600-0659,,,,,707,,,,,,0700-0759,1.0,B,0.0,94.0,,,1.0,501.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714427,1996,3,8,2,5,1996-08-02,AS,19930,AS,N956AS,551,13891,1389101,32575,ONT,"Ontario, CA",CA,6.0,California,91,14057,1405701,34057,PDX,"Portland, OR",OR,41.0,Oregon,92,951,1002.0,11.0,11.0,0.0,0.0,0900-0959,15.0,1017.0,1215.0,5.0,1153,1220.0,27.0,27.0,1.0,1.0,1100-1159,0.0,,0.0,122.0,138.0,118.0,1.0,838.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579107,1991,2,5,25,6,1991-05-25,US,20355,US,,426,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42.0,Pennsylvania,23,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,2025,2020.0,-5.0,0.0,0.0,-1.0,2000-2059,,,,,2134,2113.0,-21.0,0.0,0.0,-2.0,2100-2159,0.0,,0.0,129.0,113.0,,1.0,726.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508188,2007,1,3,5,1,2007-03-05,CO,19704,CO,N39726,1706,10423,1042302,30423,AUS,"Austin, TX",TX,48.0,Texas,74,12266,1226602,31453,IAH,"Houston, TX",TX,48.0,Texas,74,1525,1519.0,-6.0,0.0,0.0,-1.0,1500-1559,17.0,1536.0,1613.0,6.0,1626,1619.0,-7.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,61.0,60.0,37.0,1.0,140.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333233,2005,4,10,28,5,2005-10-28,NW,19386,NW,N531US,581,13204,1320401,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,1105,1103.0,-2.0,0.0,0.0,-1.0,1100-1159,17.0,1120.0,1318.0,6.0,1328,1324.0,-4.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,203.0,201.0,178.0,1.0,1310.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484803,1990,4,12,25,2,1990-12-25,UA,19977,UA,,672,14057,1405701,34057,PDX,"Portland, OR",OR,41.0,Oregon,92,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1323,1323.0,0.0,0.0,0.0,0.0,1300-1359,,,,,1900,1912.0,12.0,12.0,0.0,0.0,1900-1959,0.0,,0.0,217.0,229.0,,1.0,1739.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390536,1993,3,8,29,7,1993-08-29,AA,19805,AA,,1023,14831,1483101,32457,SJC,"San Jose, CA",CA,6.0,California,91,14908,1490802,32575,SNA,"Santa Ana, CA",CA,6.0,California,91,1245,1244.0,-1.0,0.0,0.0,-1.0,1200-1259,,,,,1404,1356.0,-8.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,79.0,72.0,,1.0,342.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229605,1991,1,2,4,1,1991-02-04,AA,19805,AA,,722,14831,1483101,32457,SJC,"San Jose, CA",CA,6.0,California,91,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,1900,1900.0,0.0,0.0,0.0,0.0,1900-1959,,,,,2023,2026.0,3.0,3.0,0.0,0.0,2000-2059,0.0,,0.0,83.0,86.0,,1.0,308.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977365,1994,1,2,24,4,1994-02-24,DL,19790,DL,,807,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,2035,2034.0,-1.0,0.0,0.0,-1.0,2000-2059,,,,,2153,2152.0,-1.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,78.0,78.0,,1.0,337.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859077,1990,1,3,9,5,1990-03-09,WN,19393,WN,,258,11259,1125902,30194,DAL,"Dallas, TX",TX,48.0,Texas,74,15370,1537001,34653,TUL,"Tulsa, OK",OK,40.0,Oklahoma,73,1330,1335.0,5.0,5.0,0.0,0.0,1300-1359,,,,,1420,1424.0,4.0,4.0,0.0,0.0,1400-1459,0.0,,0.0,50.0,49.0,,1.0,237.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984570,2005,3,7,13,3,2005-07-13,US,20355,US,N717UW,1271,11278,1127801,30852,DCA,"Washington, DC",VA,51.0,Virginia,38,13204,1320401,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,1520,1512.0,-8.0,0.0,0.0,-1.0,1500-1559,27.0,1539.0,1727.0,4.0,1725,1731.0,6.0,6.0,0.0,0.0,1700-1759,0.0,,0.0,125.0,139.0,108.0,1.0,759.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561508,2004,2,6,25,5,2004-06-25,MQ,20398,MQ,N845MQ,3979,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,14730,1473002,33044,SDF,"Louisville, KY",KY,21.0,Kentucky,52,1319,1315.0,-4.0,0.0,0.0,-1.0,1300-1359,18.0,1333.0,1522.0,3.0,1527,1525.0,-2.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,68.0,70.0,49.0,1.0,286.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741463,1988,1,3,7,1,1988-03-07,TW,20211,TW,,136,11292,1129201,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,15016,1501601,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,920,920.0,0.0,0.0,0.0,0.0,0900-0959,,,,,1224,1218.0,-6.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,124.0,118.0,,1.0,781.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502389,2003,1,1,30,4,2003-01-30,AA,19805,AA,N5CHAA,1971,10721,1072101,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,14843,1484302,34819,SJU,"San Juan, PR",PR,72.0,Puerto Rico,3,915,905.0,-10.0,0.0,0.0,-1.0,0900-0959,17.0,922.0,1359.0,4.0,1414,1403.0,-11.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,239.0,238.0,217.0,1.0,1674.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434450,1988,2,5,19,4,1988-05-19,CO,19704,CO,,786,12266,1226601,31453,IAH,"Houston, TX",TX,48.0,Texas,74,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,1850,1907.0,17.0,17.0,1.0,1.0,1800-1859,,,,,2236,2244.0,8.0,8.0,0.0,0.0,2200-2259,0.0,,0.0,166.0,157.0,,1.0,1076.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352399,2007,2,6,21,4,2007-06-21,DL,19790,DL,N956DL,1258,10397,1039703,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,845,843.0,-2.0,0.0,0.0,-1.0,0800-0859,21.0,904.0,1038.0,9.0,1054,1047.0,-7.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,129.0,124.0,94.0,1.0,665.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236752,2008,3,7,7,1,2008-07-07,UA,19977,UA,N576UA,842,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,756,756.0,0.0,0.0,0.0,0.0,0700-0759,47.0,843.0,1026.0,10.0,1014,1036.0,22.0,22.0,1.0,1.0,1000-1059,0.0,,0.0,258.0,280.0,223.0,1.0,1745.0,7,0.0,0.0,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338395,2011,4,12,2,5,2011-12-02,WN,19393,WN,N950WN,558,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,85,13796,1379601,32457,OAK,"Oakland, CA",CA,6.0,California,91,1900,1854.0,-6.0,0.0,0.0,-1.0,1900-1959,10.0,1904.0,2010.0,5.0,2035,2015.0,-20.0,0.0,0.0,-2.0,2000-2059,0.0,,0.0,95.0,81.0,66.0,1.0,407.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532794,2006,3,7,11,2,2006-07-11,WN,19393,WN,N646SW,1134,13871,1387101,33316,OMA,"Omaha, NE",NE,31.0,Nebraska,65,12889,1288902,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,85,1525,1530.0,5.0,5.0,0.0,0.0,1500-1559,7.0,1537.0,1607.0,10.0,1615,1617.0,2.0,2.0,0.0,0.0,1600-1659,0.0,,0.0,170.0,167.0,150.0,1.0,1099.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234513,2012,4,12,5,3,2012-12-05,DL,19790,DL,N900PC,2382,10397,1039705,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,1340,1344.0,4.0,4.0,0.0,0.0,1300-1359,21.0,1405.0,1516.0,3.0,1524,1519.0,-5.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,164.0,155.0,131.0,1.0,907.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407067,2015,4,12,30,3,2015-12-30,UA,19977,UA,N78524,211,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,74,715,825.0,70.0,70.0,1.0,4.0,0700-0759,10.0,835.0,1306.0,6.0,1236,1312.0,36.0,36.0,1.0,2.0,1200-1259,0.0,,0.0,201.0,167.0,151.0,1.0,1379.0,6,17.0,0.0,0.0,0.0,19.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164708,1997,3,9,21,7,1997-09-21,AA,19805,AA,N584AA,779,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,15376,1537601,30436,TUS,"Tucson, AZ",AZ,4.0,Arizona,81,1144,1149.0,5.0,5.0,0.0,0.0,1100-1159,29.0,1218.0,1335.0,4.0,1320,1339.0,19.0,19.0,1.0,1.0,1300-1359,0.0,,0.0,216.0,230.0,197.0,1.0,1437.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525098,2016,2,6,25,6,2016-06-25,AA,19805,AA,N3EBAA,45,12478,1247803,31703,JFK,"New York, NY",NY,36.0,New York,22,14747,1474703,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,1830,1855.0,25.0,25.0,1.0,1.0,1800-1859,45.0,1940.0,2219.0,11.0,2159,2230.0,31.0,31.0,1.0,2.0,2100-2159,0.0,,0.0,389.0,395.0,339.0,1.0,2422.0,10,25.0,0.0,6.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655040,1991,2,4,16,2,1991-04-16,TW,20211,TW,,592,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,52,15016,1501601,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,1406,1406.0,0.0,0.0,0.0,0.0,1400-1459,,,,,1424,1429.0,5.0,5.0,0.0,0.0,1400-1459,0.0,,0.0,78.0,83.0,,1.0,308.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917209,2013,4,11,24,7,2013-11-24,DL,19790,DL,N345NB,2015,10397,1039705,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,12264,1226402,30852,IAD,"Washington, DC",VA,51.0,Virginia,38,1400,1357.0,-3.0,0.0,0.0,-1.0,1400-1459,16.0,1413.0,1528.0,5.0,1547,1533.0,-14.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,107.0,96.0,75.0,1.0,534.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932306,2014,2,4,29,2,2014-04-29,OO,20304,OO,N742SK,5557,14683,1468303,33214,SAT,"San Antonio, TX",TX,48.0,Texas,74,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1730,1755.0,25.0,25.0,1.0,1.0,1700-1759,24.0,1819.0,2028.0,30.0,2015,2058.0,43.0,43.0,1.0,2.0,2000-2059,0.0,,0.0,165.0,183.0,129.0,1.0,1041.0,5,25.0,0.0,18.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845367,2010,2,4,3,6,2010-04-03,OO,20304,OO,N785SK,6274,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,13198,1319801,33198,MCI,"Kansas City, MO",MO,29.0,Missouri,64,1604,1603.0,-1.0,0.0,0.0,-1.0,1600-1659,12.0,1615.0,1720.0,4.0,1732,1724.0,-8.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,88.0,81.0,65.0,1.0,403.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105150,2008,3,8,17,7,2008-08-17,OO,20304,OO,N946SW,6695,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,11540,1154001,30615,ELP,"El Paso, TX",TX,48.0,Texas,74,1019,1019.0,0.0,0.0,0.0,0.0,1000-1059,19.0,1038.0,1158.0,5.0,1206,1203.0,-3.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,107.0,104.0,80.0,1.0,563.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316518,1988,3,7,13,3,1988-07-13,DL,19790,DL,,423,11066,1106601,31066,CMH,"Columbus, OH",OH,39.0,Ohio,44,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,610,610.0,0.0,0.0,0.0,0.0,0600-0659,,,,,734,730.0,-4.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,84.0,80.0,,1.0,446.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181922,1997,2,5,31,6,1997-05-31,WN,19393,WN,N693,1670,13796,1379601,32457,OAK,"Oakland, CA",CA,6.0,California,91,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,1930,1930.0,0.0,0.0,0.0,0.0,1900-1959,6.0,1936.0,2035.0,5.0,2040,2040.0,0.0,0.0,0.0,0.0,2000-2059,0.0,,0.0,70.0,70.0,59.0,1.0,337.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388489,1996,4,11,17,7,1996-11-17,US,20355,US,N922VJ,2148,10792,1079202,30792,BUF,"Buffalo, NY",NY,36.0,New York,22,12953,1295301,31703,LGA,"New York, NY",NY,36.0,New York,22,1350,1348.0,-2.0,0.0,0.0,-1.0,1300-1359,5.0,1353.0,1446.0,3.0,1500,1449.0,-11.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,70.0,61.0,53.0,1.0,292.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
